Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
Training,25206,54,management,married,secondary,no,282,yes,yes,unknown,5,may,154,1,-1,0,unknown,no
Training,25207,60,management,married,secondary,no,0,no,no,telephone,19,oct,1745,3,62,3,failure,no
Training,25208,58,management,married,secondary,no,2155,no,yes,cellular,10,feb,135,2,92,5,success,yes
Training,25209,43,management,married,secondary,no,1424,yes,no,cellular,25,jul,39,3,-1,0,unknown,no
Training,25210,31,management,married,tertiary,no,414,yes,no,cellular,11,may,498,2,-1,0,unknown,no
Training,25211,47,services,married,secondary,no,1160,yes,no,cellular,3,feb,117,2,221,4,failure,no
Training,25212,36,technician,single,secondary,no,966,no,no,cellular,9,jul,119,9,367,4,other,no
Training,25213,33,technician,single,tertiary,no,27,no,no,cellular,19,aug,332,2,-1,0,unknown,no
Training,25214,54,admin.,married,secondary,no,9,no,yes,unknown,1,jul,140,1,-1,0,unknown,no
Training,25215,35,services,married,tertiary,no,6,yes,yes,cellular,16,apr,316,2,-1,0,unknown,no
Training,25216,30,management,single,tertiary,no,501,yes,no,unknown,23,may,209,3,-1,0,unknown,no
Training,25217,55,management,married,tertiary,no,10065,no,no,unknown,27,may,50,3,-1,0,unknown,no
Training,25218,36,self-employed,married,secondary,no,14,yes,yes,cellular,11,may,210,1,-1,0,unknown,no
Training,25219,35,management,single,tertiary,no,4348,yes,no,cellular,2,apr,1074,3,217,8,failure,no
Training,25220,36,services,married,secondary,no,878,yes,no,cellular,20,apr,108,1,-1,0,unknown,no
Training,25221,31,management,single,tertiary,no,3283,no,no,cellular,21,nov,377,1,-1,0,unknown,no
Training,25222,37,blue-collar,married,secondary,no,-251,yes,no,cellular,12,may,146,3,370,1,failure,no
Training,25223,35,technician,divorced,secondary,no,56,no,no,cellular,29,aug,24,12,-1,0,unknown,no
Training,25224,36,self-employed,married,secondary,no,611,no,no,cellular,11,jul,126,2,-1,0,unknown,no
Training,25225,39,blue-collar,married,secondary,no,39,yes,no,unknown,18,jun,34,6,-1,0,unknown,no
Training,25226,41,unemployed,married,secondary,no,510,no,no,cellular,29,jul,61,2,-1,0,unknown,no
Training,25227,34,management,single,secondary,no,1863,no,no,cellular,28,aug,143,1,-1,0,unknown,no
Training,25228,31,management,married,tertiary,no,1010,yes,no,cellular,15,may,385,3,364,9,other,no
Training,25229,55,blue-collar,married,unknown,no,-361,yes,no,telephone,11,may,82,2,350,1,failure,no
Training,25230,33,services,married,secondary,no,210,yes,no,cellular,13,may,1207,2,-1,0,unknown,yes
Training,25231,70,retired,married,unknown,no,853,no,no,cellular,15,apr,120,1,-1,0,unknown,no
Training,25232,29,technician,single,tertiary,no,828,yes,no,cellular,16,apr,215,3,321,3,other,no
Training,25233,40,blue-collar,married,secondary,no,1039,yes,no,cellular,20,nov,57,2,-1,0,unknown,no
Training,25234,46,management,single,secondary,no,295,yes,no,unknown,23,may,141,6,-1,0,unknown,no
Training,25235,34,entrepreneur,married,secondary,yes,-868,yes,no,unknown,30,jun,198,2,-1,0,unknown,no
Training,25236,34,management,married,tertiary,no,333,no,no,cellular,25,may,170,1,-1,0,unknown,no
Training,25237,50,blue-collar,married,secondary,no,326,no,no,cellular,28,aug,157,9,-1,0,unknown,no
Training,25238,36,management,married,tertiary,no,518,no,no,cellular,21,aug,48,1,-1,0,unknown,no
Training,25239,39,services,divorced,primary,no,8654,yes,no,cellular,14,may,181,4,-1,0,unknown,no
Training,25240,32,technician,married,secondary,no,659,no,yes,cellular,28,jul,446,2,-1,0,unknown,no
Training,25241,32,services,single,secondary,no,385,yes,no,cellular,14,may,247,2,-1,0,unknown,no
Training,25242,36,admin.,married,tertiary,no,29,no,no,cellular,12,aug,576,1,-1,0,unknown,yes
Training,25243,36,admin.,married,secondary,no,953,yes,no,cellular,28,may,77,1,100,1,failure,no
Training,25244,31,services,single,secondary,no,2070,no,no,cellular,29,aug,319,2,-1,0,unknown,no
Training,25245,38,housemaid,married,secondary,no,0,yes,no,cellular,23,jul,157,1,-1,0,unknown,no
Training,25246,31,services,single,tertiary,no,1626,no,no,unknown,31,jul,15,1,-1,0,unknown,no
Training,25247,41,technician,divorced,secondary,no,0,no,no,cellular,7,jul,353,4,-1,0,unknown,no
Training,25248,48,services,married,secondary,no,7434,no,no,unknown,17,jun,986,1,-1,0,unknown,no
Training,25249,42,blue-collar,divorced,secondary,no,1820,yes,no,unknown,28,may,202,2,-1,0,unknown,no
Training,25250,27,admin.,single,secondary,no,585,no,no,unknown,3,jul,269,3,-1,0,unknown,no
Training,25251,26,entrepreneur,married,secondary,no,321,yes,yes,cellular,23,jul,638,2,-1,0,unknown,no
Training,25252,33,blue-collar,single,secondary,no,109,yes,yes,cellular,10,jul,184,3,-1,0,unknown,no
Training,25253,23,services,single,secondary,no,496,yes,no,unknown,15,may,430,2,-1,0,unknown,no
Training,25254,53,blue-collar,married,secondary,yes,-634,no,no,cellular,19,aug,695,3,-1,0,unknown,no
Training,25255,40,admin.,married,secondary,no,540,yes,no,cellular,10,jul,217,1,-1,0,unknown,no
Training,25256,40,management,married,tertiary,no,0,no,no,cellular,6,aug,131,2,98,6,success,yes
Training,25257,32,blue-collar,single,primary,no,181,yes,no,cellular,6,may,90,1,-1,0,unknown,no
Training,25258,43,blue-collar,married,secondary,no,-312,yes,no,unknown,20,jun,26,11,-1,0,unknown,no
Training,25259,37,services,married,secondary,no,1325,no,no,unknown,3,jun,72,3,-1,0,unknown,no
Training,25260,40,technician,single,secondary,no,34,no,no,cellular,20,aug,66,3,-1,0,unknown,no
Training,25261,63,retired,married,unknown,no,1849,no,no,cellular,1,sep,109,2,-1,0,unknown,no
Training,25262,33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,328,1,failure,yes
Training,25263,50,admin.,married,secondary,no,2955,no,no,cellular,14,jan,166,1,-1,0,unknown,no
Training,25264,47,blue-collar,married,primary,no,830,no,yes,cellular,25,jul,795,1,-1,0,unknown,no
Training,25265,33,unemployed,single,tertiary,no,14889,yes,no,cellular,3,feb,22,3,-1,0,unknown,no
Training,25266,24,admin.,married,secondary,no,0,yes,no,cellular,16,apr,284,1,-1,0,unknown,no
Training,25267,59,admin.,married,secondary,no,0,yes,no,cellular,10,jul,982,1,-1,0,unknown,yes
Training,25268,54,self-employed,married,primary,no,0,no,yes,telephone,9,jul,130,2,-1,0,unknown,no
Training,25269,31,blue-collar,divorced,secondary,no,-277,yes,no,telephone,17,jul,1008,2,-1,0,unknown,yes
Training,25270,33,technician,single,tertiary,no,8874,no,yes,unknown,21,may,152,3,-1,0,unknown,no
Training,25271,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,no
Training,25272,50,technician,married,primary,no,570,no,no,unknown,20,jun,21,3,-1,0,unknown,no
Training,25273,32,blue-collar,single,primary,no,315,yes,no,unknown,30,may,61,2,-1,0,unknown,no
Training,25274,46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,aug,1529,1,397,1,failure,no
Training,25275,33,services,married,secondary,no,260,yes,no,cellular,31,mar,248,1,-1,0,unknown,no
Training,25276,28,blue-collar,married,secondary,no,1072,yes,no,cellular,18,may,630,2,356,4,other,no
Training,25277,46,management,married,tertiary,no,0,yes,no,cellular,1,jun,87,2,-1,0,unknown,no
Training,25278,37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,nov,102,1,-1,0,unknown,no
Training,25279,45,blue-collar,single,secondary,no,0,yes,no,cellular,16,oct,283,1,165,3,failure,no
Training,25280,57,management,married,secondary,no,287,no,yes,cellular,5,feb,75,1,8,2,other,no
Training,25281,34,services,single,secondary,no,34,yes,yes,unknown,29,may,333,3,-1,0,unknown,no
Training,25282,33,blue-collar,married,secondary,no,1624,yes,yes,unknown,21,may,951,2,-1,0,unknown,no
Training,25283,52,admin.,divorced,secondary,no,1049,no,yes,unknown,4,jun,80,6,-1,0,unknown,no
Training,25284,33,admin.,single,tertiary,no,3379,no,no,cellular,20,nov,290,3,-1,0,unknown,no
Training,25285,54,housemaid,married,secondary,yes,0,no,no,cellular,30,apr,103,3,-1,0,unknown,no
Training,25286,34,management,married,tertiary,no,363,no,no,unknown,21,may,171,5,-1,0,unknown,no
Training,25287,54,management,married,tertiary,no,1464,no,no,cellular,2,oct,194,2,94,1,success,yes
Training,25288,52,technician,married,secondary,no,0,yes,yes,unknown,14,may,77,2,-1,0,unknown,no
Training,25289,27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,59,1,-1,0,unknown,no
Training,25290,47,management,married,tertiary,no,3556,yes,no,unknown,20,jun,130,4,-1,0,unknown,no
Training,25291,37,unemployed,single,secondary,no,48,no,no,cellular,31,jul,40,10,-1,0,unknown,no
Training,25292,52,blue-collar,married,primary,no,990,no,no,cellular,21,aug,96,2,-1,0,unknown,no
Training,25293,65,retired,divorced,tertiary,no,0,no,no,cellular,28,aug,248,1,-1,0,unknown,no
Training,25294,42,management,divorced,secondary,no,640,no,no,cellular,30,jan,545,1,-1,0,unknown,no
Training,25295,39,blue-collar,married,secondary,no,1044,yes,no,cellular,2,feb,158,1,-1,0,unknown,no
Training,25296,31,services,married,secondary,no,520,yes,no,unknown,12,may,123,7,-1,0,unknown,no
Training,25297,41,admin.,married,tertiary,no,1536,no,no,cellular,4,may,54,2,-1,0,unknown,no
Training,25298,47,blue-collar,married,primary,no,159,yes,no,unknown,13,may,771,2,-1,0,unknown,no
Training,25299,55,management,married,tertiary,no,42,no,no,cellular,26,may,318,1,-1,0,unknown,no
Training,25300,28,services,married,secondary,no,72,no,yes,cellular,10,jul,418,4,-1,0,unknown,no
Training,25301,40,entrepreneur,married,secondary,no,0,yes,yes,unknown,15,may,435,1,-1,0,unknown,no
Training,25302,58,retired,married,primary,no,1980,no,no,cellular,5,jun,255,1,-1,0,unknown,yes
Training,25303,36,entrepreneur,married,tertiary,no,0,yes,no,cellular,9,apr,339,1,-1,0,unknown,no
Training,25304,32,unemployed,single,tertiary,no,336,yes,no,unknown,8,may,139,1,-1,0,unknown,no
Training,25305,58,management,divorced,unknown,no,3498,no,no,cellular,19,nov,175,1,-1,0,unknown,no
Training,25306,35,blue-collar,single,secondary,no,-41,yes,no,unknown,2,jun,169,1,-1,0,unknown,no
Training,25307,34,blue-collar,single,secondary,no,39,no,no,cellular,18,jul,138,3,-1,0,unknown,no
Training,25308,36,unknown,single,primary,no,3415,no,no,telephone,10,jul,150,10,-1,0,unknown,no
Training,25309,33,unemployed,married,tertiary,no,271,yes,yes,cellular,28,jul,262,4,-1,0,unknown,no
Training,25310,36,management,single,tertiary,no,3139,no,no,unknown,3,jun,182,5,-1,0,unknown,no
Training,25311,45,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,58,4,-1,0,unknown,no
Training,25312,54,retired,divorced,secondary,yes,-200,no,yes,cellular,4,feb,71,1,243,1,failure,no
Training,25313,50,admin.,married,secondary,no,159,yes,no,unknown,7,may,216,2,-1,0,unknown,no
Training,25314,39,technician,married,secondary,no,211,no,no,telephone,6,feb,53,2,-1,0,unknown,no
Training,25315,52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,1,269,1,failure,yes
Training,25316,35,admin.,single,primary,no,2355,yes,no,unknown,16,jun,101,1,-1,0,unknown,no
Training,25317,34,admin.,single,secondary,no,296,no,no,cellular,7,jul,147,4,-1,0,unknown,no
Training,25318,41,admin.,married,secondary,no,546,yes,no,cellular,4,feb,418,2,-1,0,unknown,no
Training,25319,33,technician,single,secondary,no,-96,no,no,cellular,29,jan,213,4,-1,0,unknown,no
Training,25320,49,admin.,married,secondary,no,2465,no,no,cellular,20,aug,157,3,-1,0,unknown,no
Training,25321,32,blue-collar,single,secondary,no,476,yes,yes,unknown,19,may,503,2,-1,0,unknown,no
Training,25322,31,technician,married,secondary,no,535,no,no,cellular,8,aug,81,2,-1,0,unknown,no
Training,25323,44,blue-collar,married,primary,no,2470,no,no,telephone,21,jul,19,1,-1,0,unknown,no
Training,25324,54,technician,divorced,secondary,no,1252,yes,no,cellular,11,may,101,1,350,1,failure,no
Training,25325,29,admin.,married,secondary,no,2121,no,no,cellular,16,apr,281,1,342,2,other,no
Training,25326,47,unemployed,married,primary,no,122,no,yes,unknown,5,jun,240,3,-1,0,unknown,no
Training,25327,34,technician,single,secondary,no,475,yes,no,cellular,29,jul,538,8,-1,0,unknown,no
Training,25328,57,unknown,married,primary,no,900,no,no,cellular,8,aug,169,4,-1,0,unknown,no
Training,25329,34,blue-collar,married,primary,no,1255,yes,yes,unknown,26,may,188,7,-1,0,unknown,no
Training,25330,33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,2,182,1,other,yes
Training,25331,31,student,single,tertiary,no,479,yes,no,unknown,29,may,72,12,-1,0,unknown,no
Training,25332,52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103,1,-1,0,unknown,no
Training,25333,35,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,359,2,-1,0,unknown,no
Training,25334,57,management,married,secondary,no,123,no,no,cellular,2,feb,154,2,-1,0,unknown,no
Training,25335,45,management,single,secondary,no,451,yes,no,cellular,19,aug,142,2,-1,0,unknown,no
Training,25336,32,entrepreneur,married,secondary,no,390,no,no,cellular,30,nov,152,1,-1,0,unknown,no
Training,25337,35,technician,married,secondary,no,149,yes,no,cellular,29,jan,99,1,245,2,failure,no
Training,25338,57,retired,married,primary,no,3594,no,no,unknown,5,jun,162,2,-1,0,unknown,no
Training,25339,52,blue-collar,married,secondary,no,-17,yes,no,unknown,8,may,37,3,-1,0,unknown,no
Training,25340,34,technician,married,secondary,no,563,yes,yes,cellular,29,aug,32,15,-1,0,unknown,no
Training,25341,57,blue-collar,married,secondary,no,14093,no,no,cellular,11,aug,231,5,-1,0,unknown,no
Training,25342,34,blue-collar,single,secondary,no,3773,yes,no,unknown,21,may,287,1,-1,0,unknown,no
Training,25343,52,services,married,secondary,no,2257,yes,no,unknown,14,may,203,1,-1,0,unknown,no
Training,25344,35,management,married,tertiary,no,94,yes,no,unknown,17,nov,108,1,-1,0,unknown,no
Training,25345,48,admin.,divorced,unknown,no,244,yes,no,unknown,9,may,280,1,-1,0,unknown,no
Training,25346,37,technician,married,secondary,no,277,yes,no,cellular,4,feb,244,2,-1,0,unknown,no
Training,25347,37,blue-collar,married,secondary,no,3420,yes,no,cellular,12,may,77,1,301,2,failure,no
Training,25348,23,student,single,tertiary,no,1592,no,no,cellular,10,aug,298,1,-1,0,unknown,no
Training,25349,34,admin.,married,secondary,no,148,yes,no,cellular,11,may,160,2,-1,0,unknown,no
Training,25350,39,unknown,single,unknown,no,0,no,no,telephone,28,jan,28,1,-1,0,unknown,no
Training,25351,36,admin.,married,secondary,no,0,no,no,unknown,26,may,80,1,-1,0,unknown,no
Training,25352,52,management,married,tertiary,no,-11,yes,no,cellular,11,may,94,4,-1,0,unknown,no
Training,25353,52,blue-collar,married,secondary,no,1405,no,yes,cellular,17,jul,753,2,-1,0,unknown,yes
Training,25354,45,technician,married,secondary,no,1395,yes,no,cellular,11,aug,243,4,-1,0,unknown,no
Training,25355,37,management,married,tertiary,no,1300,yes,no,cellular,16,apr,211,1,-1,0,unknown,no
Training,25356,42,blue-collar,married,primary,no,7041,yes,no,cellular,28,jul,386,4,-1,0,unknown,no
Training,25357,38,technician,married,tertiary,no,-363,no,no,cellular,26,aug,101,2,-1,0,unknown,no
Training,25358,34,services,married,secondary,no,210,yes,yes,cellular,17,apr,175,1,332,1,failure,no
Training,25359,47,management,divorced,tertiary,no,0,yes,yes,cellular,18,nov,203,3,-1,0,unknown,no
Training,25360,41,self-employed,married,secondary,no,1,no,no,cellular,19,aug,55,4,-1,0,unknown,no
Training,25361,55,blue-collar,married,primary,no,2275,no,no,cellular,25,aug,139,9,-1,0,unknown,no
Training,25362,56,blue-collar,married,primary,no,186,yes,no,unknown,2,jun,108,4,-1,0,unknown,no
Training,25363,49,services,married,primary,no,61,yes,no,unknown,6,may,246,1,-1,0,unknown,no
Training,25364,34,blue-collar,single,secondary,no,4536,yes,no,cellular,21,nov,963,1,-1,0,unknown,yes
Training,25365,55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,-1,0,unknown,yes
Training,25366,28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,606,2,-1,0,unknown,no
Training,25367,47,technician,divorced,secondary,no,32,no,yes,cellular,26,aug,137,2,-1,0,unknown,no
Training,25368,54,blue-collar,married,secondary,no,-932,yes,no,unknown,7,may,799,1,-1,0,unknown,no
Training,25369,22,student,single,secondary,no,246,yes,no,telephone,12,may,25,1,-1,0,unknown,no
Training,25370,46,blue-collar,married,primary,no,588,yes,no,cellular,20,apr,249,3,237,4,failure,no
Training,25371,54,admin.,divorced,secondary,no,459,no,yes,telephone,20,nov,132,3,-1,0,unknown,no
Training,25372,38,admin.,married,secondary,no,689,yes,no,cellular,25,jul,270,1,-1,0,unknown,no
Training,25373,47,management,married,tertiary,no,4386,yes,no,telephone,23,jul,43,1,-1,0,unknown,no
Training,25374,54,management,divorced,tertiary,no,496,no,no,cellular,2,jun,161,1,140,3,success,no
Training,25375,36,blue-collar,married,primary,no,679,yes,yes,cellular,13,may,115,1,-1,0,unknown,no
Training,25376,38,blue-collar,married,primary,no,1455,yes,no,telephone,12,may,101,2,356,2,failure,no
Training,25377,36,blue-collar,married,secondary,no,4,yes,no,cellular,6,may,544,4,-1,0,unknown,no
Training,25378,37,blue-collar,divorced,secondary,no,638,yes,no,cellular,8,may,326,1,326,2,success,no
Training,25379,38,management,married,tertiary,no,63,yes,no,unknown,21,may,518,1,-1,0,unknown,no
Training,25380,47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,2,-1,0,unknown,no
Training,25381,78,retired,divorced,tertiary,no,1016,no,no,cellular,22,jun,524,1,-1,0,unknown,no
Training,25382,50,technician,divorced,tertiary,no,1044,no,no,unknown,5,jun,400,2,-1,0,unknown,no
Training,25383,35,self-employed,married,tertiary,no,506,no,no,cellular,27,apr,144,1,-1,0,unknown,no
Training,25384,49,blue-collar,married,secondary,no,3677,yes,no,cellular,23,jul,276,3,-1,0,unknown,no
Training,25385,43,blue-collar,divorced,secondary,no,370,yes,no,unknown,7,may,216,1,-1,0,unknown,no
Training,25386,52,management,divorced,primary,no,11,no,no,cellular,6,feb,365,1,9,1,other,no
Training,25387,36,blue-collar,married,primary,no,871,yes,yes,telephone,18,nov,2,1,-1,0,unknown,no
Training,25388,53,retired,married,secondary,no,1554,no,no,unknown,5,jun,138,1,-1,0,unknown,no
Training,25389,32,management,single,tertiary,no,1218,yes,no,telephone,28,jan,70,2,-1,0,unknown,no
Training,25390,44,technician,married,secondary,no,1879,yes,no,cellular,11,aug,88,4,-1,0,unknown,no
Training,25391,28,blue-collar,married,primary,no,5542,yes,no,cellular,16,apr,404,1,-1,0,unknown,no
Training,25392,50,blue-collar,married,secondary,no,1557,yes,no,unknown,7,may,263,6,-1,0,unknown,no
Training,25393,35,blue-collar,married,primary,no,3279,no,no,unknown,5,jun,240,2,-1,0,unknown,no
Training,25394,40,services,divorced,primary,no,1937,yes,no,unknown,2,jun,86,1,-1,0,unknown,no
Training,25395,36,unemployed,single,primary,no,1201,yes,no,unknown,5,jun,57,1,-1,0,unknown,no
Training,25396,34,admin.,married,secondary,no,-314,yes,yes,cellular,20,apr,374,3,307,3,other,no
Training,25397,34,student,married,tertiary,no,387,yes,no,unknown,26,may,52,3,-1,0,unknown,no
Training,25398,35,blue-collar,married,primary,no,443,yes,no,cellular,17,apr,185,2,316,3,other,no
Training,25399,59,management,married,secondary,no,771,no,no,telephone,13,may,125,2,370,3,failure,no
Training,25400,32,management,single,secondary,no,2018,no,no,cellular,11,aug,1238,1,-1,0,unknown,yes
Training,25401,38,student,single,unknown,no,9669,no,no,unknown,20,jun,15,3,-1,0,unknown,no
Training,25402,45,services,single,secondary,no,482,yes,yes,unknown,30,may,637,2,-1,0,unknown,no
Training,25403,53,admin.,married,secondary,no,2955,no,no,unknown,19,jun,605,1,-1,0,unknown,no
Training,25404,37,management,single,tertiary,no,499,yes,no,unknown,16,may,537,1,-1,0,unknown,no
Training,25405,54,entrepreneur,married,unknown,no,19,yes,no,cellular,8,may,103,1,368,1,failure,no
Training,25406,32,technician,married,tertiary,no,133,yes,no,cellular,17,jul,421,1,-1,0,unknown,no
Training,25407,27,blue-collar,married,secondary,no,5505,yes,yes,cellular,25,jul,134,1,-1,0,unknown,no
Training,25408,41,management,single,secondary,no,1286,yes,no,telephone,17,nov,661,4,-1,0,unknown,no
Training,25409,51,blue-collar,married,primary,no,541,no,no,cellular,11,aug,663,3,-1,0,unknown,yes
Training,25410,54,entrepreneur,married,unknown,no,1021,no,no,unknown,20,jun,13,7,-1,0,unknown,no
Training,25411,56,admin.,divorced,secondary,no,-429,no,yes,cellular,19,nov,120,2,119,4,failure,no
Training,25412,34,management,married,tertiary,no,2032,no,no,cellular,28,aug,103,12,-1,0,unknown,no
Training,25413,41,management,married,tertiary,no,0,no,yes,cellular,16,jul,211,2,-1,0,unknown,no
Training,25414,35,management,married,tertiary,no,3402,no,no,cellular,14,dec,269,1,194,2,failure,no
Training,25415,38,services,single,unknown,no,1610,yes,no,unknown,17,jun,76,6,-1,0,unknown,no
Training,25416,32,management,single,tertiary,no,574,yes,no,cellular,14,apr,259,2,145,3,failure,no
Training,25417,54,retired,divorced,primary,no,477,yes,no,unknown,19,may,335,4,-1,0,unknown,no
Training,25418,50,admin.,married,primary,no,-75,no,yes,telephone,9,jul,233,7,-1,0,unknown,no
Training,25419,50,self-employed,married,secondary,no,0,yes,no,telephone,12,may,352,2,175,11,other,no
Training,25420,32,housemaid,married,primary,no,3786,no,no,cellular,8,aug,93,1,-1,0,unknown,no
Training,25421,35,services,married,secondary,no,377,no,yes,cellular,31,jul,30,13,-1,0,unknown,no
Training,25422,38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,yes
Training,25423,59,management,married,tertiary,no,3421,no,no,cellular,4,may,121,5,-1,0,unknown,no
Training,25424,56,retired,married,tertiary,no,89,no,no,telephone,10,jul,83,1,-1,0,unknown,no
Training,25425,31,management,married,tertiary,no,582,yes,no,cellular,15,jul,58,2,-1,0,unknown,no
Training,25426,43,management,married,tertiary,no,143,no,no,cellular,19,aug,101,2,-1,0,unknown,no
Training,25427,47,entrepreneur,divorced,secondary,no,2,yes,yes,cellular,29,jul,104,4,-1,0,unknown,no
Training,25428,49,housemaid,married,secondary,no,183,no,no,cellular,25,jul,206,2,-1,0,unknown,no
Training,25429,29,management,single,tertiary,no,2063,no,no,cellular,28,jul,44,3,-1,0,unknown,no
Training,25430,36,management,single,tertiary,no,26,no,no,cellular,29,aug,370,4,-1,0,unknown,no
Training,25431,26,self-employed,single,tertiary,no,560,no,no,telephone,26,may,122,2,-1,0,unknown,no
Training,25432,32,technician,single,secondary,no,-114,no,no,cellular,12,aug,155,2,-1,0,unknown,no
Training,25433,44,technician,divorced,secondary,no,242,no,no,cellular,25,aug,69,4,-1,0,unknown,no
Training,25434,46,management,married,tertiary,no,1008,no,no,cellular,29,aug,24,13,-1,0,unknown,no
Training,25435,57,unemployed,married,secondary,no,7357,no,no,cellular,5,feb,604,1,-1,0,unknown,no
Training,25436,38,blue-collar,married,unknown,no,0,yes,no,cellular,2,apr,477,2,267,1,failure,no
Training,25437,46,blue-collar,married,secondary,no,1270,yes,no,unknown,17,jun,277,1,-1,0,unknown,no
Training,25438,59,blue-collar,married,primary,no,0,yes,yes,cellular,21,aug,140,5,-1,0,unknown,no
Training,25439,31,management,married,tertiary,no,60,no,no,cellular,28,aug,302,2,-1,0,unknown,no
Training,25440,56,management,married,secondary,no,230,no,no,unknown,9,may,73,4,-1,0,unknown,no
Training,25441,37,management,married,tertiary,no,4039,no,yes,cellular,25,jul,106,2,-1,0,unknown,no
Training,25442,33,blue-collar,married,primary,no,1903,yes,no,cellular,21,nov,337,2,182,3,failure,no
Training,25443,28,management,single,tertiary,no,321,no,yes,cellular,5,feb,255,6,-1,0,unknown,no
Training,25444,34,management,married,tertiary,no,402,yes,no,unknown,13,may,813,2,-1,0,unknown,no
Training,25445,30,technician,single,secondary,no,513,yes,no,cellular,20,apr,241,1,-1,0,unknown,no
Training,25446,40,entrepreneur,married,secondary,no,285,no,no,cellular,21,nov,133,1,-1,0,unknown,no
Training,25447,39,management,married,secondary,no,1410,yes,no,unknown,23,may,55,1,-1,0,unknown,no
Training,25448,29,technician,married,tertiary,no,858,yes,no,cellular,12,jun,234,7,330,1,failure,no
Training,25449,52,blue-collar,married,unknown,no,826,yes,no,unknown,15,may,468,2,-1,0,unknown,no
Training,25450,46,blue-collar,married,primary,no,564,yes,no,cellular,29,jul,124,2,-1,0,unknown,no
Training,25451,36,management,married,tertiary,no,789,yes,yes,cellular,10,jul,80,1,-1,0,unknown,no
Training,25452,44,self-employed,divorced,secondary,no,8,no,no,cellular,26,jul,423,4,-1,0,unknown,yes
Training,25453,57,self-employed,married,secondary,no,65,no,yes,cellular,9,jul,171,1,-1,0,unknown,no
Training,25454,44,management,married,tertiary,no,2383,no,no,cellular,1,jul,571,2,-1,0,unknown,yes
Training,25455,29,unemployed,single,primary,no,34,no,no,cellular,5,feb,227,1,-1,0,unknown,no
Training,25456,53,self-employed,married,secondary,no,1066,yes,no,cellular,7,may,57,2,170,4,failure,no
Training,25457,48,services,married,secondary,no,533,no,no,unknown,9,jun,63,1,-1,0,unknown,no
Training,25458,58,management,married,tertiary,no,2764,no,no,cellular,1,jun,459,1,196,1,failure,no
Training,25459,37,services,married,secondary,no,1543,yes,no,cellular,16,feb,138,2,-1,0,unknown,yes
Training,25460,30,services,married,secondary,no,-932,no,no,unknown,27,may,349,3,-1,0,unknown,no
Training,25461,46,management,married,primary,no,312,yes,no,cellular,7,jul,113,2,-1,0,unknown,no
Training,25462,59,management,married,tertiary,no,1726,no,yes,cellular,8,jul,137,3,-1,0,unknown,no
Training,25463,38,admin.,single,secondary,no,77,no,no,cellular,20,nov,441,4,-1,0,unknown,no
Training,25464,42,self-employed,married,tertiary,no,1385,no,no,cellular,25,aug,15,19,-1,0,unknown,no
Training,25465,27,technician,married,tertiary,no,10451,yes,no,cellular,2,feb,45,1,-1,0,unknown,no
Training,25466,28,technician,single,tertiary,no,1026,yes,no,cellular,13,may,101,3,-1,0,unknown,no
Training,25467,37,blue-collar,married,primary,no,1455,yes,no,unknown,21,may,165,2,-1,0,unknown,no
Training,25468,44,technician,married,tertiary,no,851,yes,no,cellular,11,jul,47,2,-1,0,unknown,no
Training,25469,28,blue-collar,married,secondary,no,-25,yes,no,cellular,5,may,58,2,-1,0,unknown,no
Training,25470,52,technician,married,secondary,no,1423,no,no,telephone,4,sep,384,1,91,1,other,no
Training,25471,34,technician,single,tertiary,no,586,yes,no,unknown,16,may,489,2,-1,0,unknown,no
Training,25472,38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,170,5,-1,0,unknown,no
Training,25473,41,self-employed,married,tertiary,no,355,yes,no,cellular,11,may,573,1,28,4,other,no
Training,25474,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,34,10,331,16,other,no
Training,25475,36,blue-collar,married,secondary,no,535,yes,no,cellular,8,may,121,1,343,3,failure,no
Training,25476,29,services,married,secondary,no,-597,no,no,cellular,7,jul,500,2,-1,0,unknown,no
Training,25477,30,technician,single,tertiary,no,2832,no,no,cellular,18,aug,350,6,-1,0,unknown,no
Training,25478,62,blue-collar,married,secondary,no,272,no,no,cellular,11,aug,146,1,286,2,failure,yes
Training,25479,40,admin.,single,secondary,no,963,yes,no,cellular,7,apr,479,1,-1,0,unknown,no
