Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
Training,2479,49,admin.,single,secondary,no,780,no,no,telephone,3,feb,354,5,-1,0,unknown
Training,2480,58,unemployed,married,secondary,no,3867,yes,no,telephone,11,may,159,1,364,2,failure
Training,2481,27,student,single,tertiary,no,13107,yes,no,cellular,6,apr,661,1,314,2,failure
Training,2482,78,retired,married,primary,no,680,no,no,telephone,24,may,838,1,89,9,failure
Training,2483,27,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,188,5,-1,0,unknown
Training,2484,57,technician,divorced,secondary,no,1168,no,no,unknown,20,jun,74,5,-1,0,unknown
Training,2485,31,technician,single,secondary,no,335,yes,no,unknown,28,may,87,5,-1,0,unknown
Training,2486,48,management,married,secondary,no,11146,no,no,unknown,6,jun,136,1,-1,0,unknown
Training,2487,34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown
Training,2488,38,blue-collar,married,secondary,no,-220,yes,no,unknown,27,may,518,2,-1,0,unknown
Training,2489,49,blue-collar,married,secondary,no,2673,no,no,cellular,27,aug,219,4,-1,0,unknown
Training,2490,46,admin.,divorced,secondary,no,3163,no,no,cellular,21,nov,128,3,-1,0,unknown
Training,2491,44,services,married,secondary,no,-63,no,no,unknown,6,jun,392,2,-1,0,unknown
Training,2492,53,management,married,primary,no,2096,no,no,unknown,9,jun,104,1,-1,0,unknown
Training,2493,31,technician,single,secondary,no,798,no,no,telephone,26,aug,66,10,-1,0,unknown
Training,2494,35,entrepreneur,single,tertiary,no,16,no,no,cellular,17,nov,158,2,-1,0,unknown
Training,2495,54,housemaid,married,primary,no,470,no,no,cellular,25,aug,104,6,-1,0,unknown
Training,2496,55,technician,divorced,secondary,no,61,yes,yes,cellular,25,aug,113,3,-1,0,unknown
Training,2497,54,technician,married,secondary,no,3323,yes,yes,cellular,8,apr,59,3,-1,0,unknown
Training,2498,35,management,married,tertiary,no,299,no,no,cellular,19,aug,1059,5,-1,0,unknown
Training,2499,49,admin.,married,secondary,yes,15,no,no,unknown,12,may,290,5,-1,0,unknown
Training,2500,48,management,married,tertiary,no,1741,yes,yes,telephone,18,nov,40,1,-1,0,unknown
Training,2501,32,management,married,tertiary,no,9214,no,yes,unknown,18,oct,71,1,-1,0,unknown
Training,2502,53,management,married,tertiary,no,2578,no,no,cellular,19,nov,299,4,107,2,failure
Training,2503,29,management,single,tertiary,no,91,yes,no,telephone,28,jul,426,4,-1,0,unknown
Training,2504,25,self-employed,single,tertiary,no,557,no,no,telephone,5,aug,813,2,-1,0,unknown
Training,2505,52,blue-collar,married,unknown,no,51,no,no,cellular,14,aug,935,2,-1,0,unknown
Training,2506,26,management,single,tertiary,no,6840,yes,no,unknown,28,may,1560,2,-1,0,unknown
Training,2507,42,admin.,divorced,secondary,no,-249,yes,no,cellular,14,jul,149,3,-1,0,unknown
Training,2508,53,blue-collar,divorced,primary,no,2477,yes,no,unknown,13,may,175,2,-1,0,unknown
Training,2509,30,services,single,secondary,no,334,no,no,cellular,29,jan,389,2,-1,0,unknown
Training,2510,55,technician,married,secondary,no,0,yes,yes,cellular,1,jun,106,1,91,1,success
Training,2511,28,management,single,tertiary,no,1027,yes,no,cellular,14,may,433,1,-1,0,unknown
Training,2512,48,blue-collar,divorced,secondary,no,1893,no,no,telephone,29,jul,538,3,-1,0,unknown
Training,2513,36,technician,single,secondary,no,159,yes,no,cellular,22,aug,251,4,-1,0,unknown
Training,2514,34,management,single,tertiary,no,2015,no,no,unknown,21,may,388,1,-1,0,unknown
Training,2515,41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,882,1,181,3,success
Training,2516,34,blue-collar,single,secondary,no,-603,no,no,cellular,25,jul,164,4,-1,0,unknown
Training,2517,33,services,single,secondary,no,1038,no,yes,unknown,3,jul,108,1,-1,0,unknown
Training,2518,51,retired,married,secondary,no,35,no,yes,cellular,8,jul,123,4,-1,0,unknown
Training,2519,35,self-employed,married,tertiary,no,1178,yes,yes,cellular,14,oct,727,3,182,2,other
Training,2520,35,management,single,tertiary,no,2306,no,no,cellular,18,aug,86,7,-1,0,unknown
Training,2521,57,management,married,tertiary,no,337,no,no,cellular,5,feb,59,2,-1,0,unknown
Training,2522,35,technician,single,tertiary,no,391,yes,no,unknown,30,may,47,8,-1,0,unknown
Training,2523,40,blue-collar,married,secondary,no,5880,yes,no,unknown,26,may,125,6,-1,0,unknown
Training,2524,52,self-employed,married,secondary,no,517,no,no,cellular,26,aug,77,4,-1,0,unknown
Training,2525,50,blue-collar,married,primary,no,1203,yes,yes,unknown,28,may,66,7,-1,0,unknown
Training,2526,58,retired,married,secondary,no,4,no,yes,cellular,6,aug,147,1,-1,0,unknown
Training,2527,53,blue-collar,married,primary,no,805,yes,yes,telephone,4,feb,136,7,268,2,other
Training,2528,51,admin.,married,secondary,no,884,no,no,unknown,19,jun,50,1,-1,0,unknown
Training,2529,36,services,married,secondary,no,0,yes,yes,cellular,15,jul,201,4,-1,0,unknown
Training,2530,33,entrepreneur,married,tertiary,no,0,no,no,cellular,20,nov,232,1,-1,0,unknown
Training,2531,53,technician,divorced,secondary,no,258,yes,yes,cellular,5,may,48,2,-1,0,unknown
Training,2532,41,management,married,secondary,no,689,yes,no,unknown,29,may,596,1,-1,0,unknown
Training,2533,33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,1817,3,-1,0,unknown
Training,2534,46,management,married,tertiary,no,946,yes,no,cellular,3,jun,295,4,-1,0,unknown
Training,2535,32,admin.,single,secondary,no,98,yes,no,cellular,5,may,360,1,365,2,failure
Training,2536,80,retired,married,primary,no,1021,no,no,telephone,26,feb,37,1,-1,0,unknown
Training,2537,30,technician,married,secondary,no,455,yes,no,cellular,21,nov,758,1,-1,0,unknown
Training,2538,36,services,single,primary,no,38,no,no,unknown,6,jun,308,4,-1,0,unknown
Training,2539,50,management,married,tertiary,yes,161,no,yes,cellular,18,jul,642,1,-1,0,unknown
Training,2540,25,blue-collar,single,secondary,no,320,yes,no,cellular,18,may,549,3,-1,0,unknown
Training,2541,48,technician,married,secondary,no,141,yes,yes,unknown,6,may,424,1,-1,0,unknown
Training,2542,57,retired,married,secondary,no,2774,no,no,cellular,18,aug,299,6,-1,0,unknown
Training,2543,32,admin.,divorced,secondary,no,-46,no,yes,cellular,18,jul,1373,4,-1,0,unknown
Training,2544,31,blue-collar,married,primary,no,591,yes,no,unknown,14,may,287,3,-1,0,unknown
Training,2545,44,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,83,2,-1,0,unknown
Training,2546,44,services,married,secondary,no,-254,no,no,unknown,20,jun,25,1,-1,0,unknown
Training,2547,28,services,single,secondary,no,-221,no,yes,cellular,23,jul,1090,12,-1,0,unknown
Training,2548,41,blue-collar,divorced,secondary,no,1491,yes,no,unknown,6,jun,100,2,-1,0,unknown
Training,2549,30,technician,single,secondary,no,19,yes,no,cellular,18,aug,16,15,-1,0,unknown
Training,2550,59,retired,divorced,tertiary,no,4,yes,no,unknown,2,jun,517,2,-1,0,unknown
Training,2551,53,self-employed,married,secondary,no,468,yes,no,unknown,8,may,89,5,-1,0,unknown
Training,2552,44,technician,married,secondary,no,2857,no,no,cellular,5,aug,318,2,-1,0,unknown
Training,2553,51,technician,married,tertiary,no,2506,no,no,cellular,30,nov,210,3,-1,0,unknown
Training,2554,57,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098,2,-1,0,unknown
Training,2555,41,services,divorced,secondary,no,787,yes,no,cellular,8,may,297,2,-1,0,unknown
Training,2556,40,housemaid,married,primary,no,34,no,no,cellular,25,aug,115,4,-1,0,unknown
Training,2557,52,management,married,tertiary,no,-542,no,no,cellular,28,aug,80,2,-1,0,unknown
Training,2558,49,admin.,divorced,primary,no,112,yes,no,cellular,13,may,79,1,-1,0,unknown
Training,2559,48,technician,single,secondary,no,540,yes,no,cellular,17,apr,106,1,-1,0,unknown
Training,2560,52,self-employed,married,primary,no,-107,yes,yes,unknown,20,jun,134,2,-1,0,unknown
Training,2561,57,blue-collar,married,unknown,no,2449,no,no,cellular,13,aug,142,2,-1,0,unknown
Training,2562,28,technician,married,secondary,no,930,yes,yes,unknown,26,may,112,1,-1,0,unknown
Training,2563,29,student,single,secondary,no,110,yes,no,unknown,7,may,169,3,-1,0,unknown
Training,2564,48,blue-collar,married,primary,no,104,no,no,cellular,8,aug,103,4,-1,0,unknown
Training,2565,39,management,married,tertiary,no,500,yes,no,cellular,17,nov,257,1,178,2,other
Training,2566,30,technician,married,tertiary,no,-340,yes,yes,telephone,30,jul,156,8,-1,0,unknown
Training,2567,43,blue-collar,married,primary,no,823,yes,no,telephone,7,may,174,12,-1,0,unknown
Training,2568,52,management,married,unknown,no,339,no,no,telephone,5,feb,124,7,-1,0,unknown
Training,2569,26,student,single,secondary,no,374,no,no,telephone,12,aug,478,2,-1,0,unknown
Training,2570,27,student,single,tertiary,no,0,no,no,cellular,5,mar,82,3,-1,0,unknown
Training,2571,38,management,married,unknown,no,546,yes,no,cellular,7,may,437,3,351,2,failure
Training,2572,38,blue-collar,single,tertiary,no,172,yes,no,cellular,1,apr,1176,1,-1,0,unknown
Training,2573,37,services,single,secondary,no,-111,yes,no,cellular,13,may,147,4,-1,0,unknown
Training,2574,47,management,divorced,tertiary,no,447,no,yes,unknown,7,may,126,1,-1,0,unknown
Training,2575,43,technician,married,primary,no,2309,yes,no,cellular,22,jul,578,1,-1,0,unknown
Training,2576,59,retired,married,primary,no,0,no,no,cellular,22,aug,460,1,-1,0,unknown
Training,2577,32,admin.,married,secondary,no,305,yes,no,unknown,30,may,200,3,-1,0,unknown
Training,2578,43,technician,married,tertiary,no,0,no,no,cellular,4,aug,1488,2,-1,0,unknown
Training,2579,58,blue-collar,married,primary,no,781,yes,no,cellular,15,may,74,2,-1,0,unknown
Training,2580,52,blue-collar,married,secondary,no,7225,no,no,cellular,19,nov,205,2,113,2,failure
Training,2581,31,housemaid,married,secondary,no,1,yes,no,unknown,30,may,101,16,-1,0,unknown
Training,2582,45,management,married,tertiary,no,523,yes,no,unknown,5,may,849,2,-1,0,unknown
Training,2583,36,management,single,tertiary,no,808,no,no,unknown,21,may,52,1,-1,0,unknown
Training,2584,56,management,married,tertiary,no,14344,yes,no,cellular,5,feb,358,1,-1,0,unknown
Training,2585,32,technician,married,tertiary,no,514,yes,no,unknown,20,may,414,2,-1,0,unknown
Training,2586,30,services,married,secondary,no,311,yes,yes,unknown,5,jun,94,4,-1,0,unknown
Training,2587,58,unknown,married,tertiary,no,327,no,no,telephone,18,jan,124,4,-1,0,unknown
Training,2588,44,services,single,secondary,no,618,no,no,cellular,12,may,193,1,-1,0,unknown
Training,2589,26,blue-collar,single,primary,no,102,yes,no,unknown,16,may,46,1,-1,0,unknown
Training,2590,46,blue-collar,married,primary,no,938,yes,no,unknown,2,jun,92,2,-1,0,unknown
Training,2591,35,management,single,tertiary,no,3140,no,no,unknown,12,jun,130,3,-1,0,unknown
Training,2592,42,self-employed,married,secondary,no,634,yes,no,cellular,9,jul,61,1,-1,0,unknown
Training,2593,46,admin.,married,secondary,no,1083,no,no,cellular,25,aug,67,9,-1,0,unknown
Training,2594,34,management,single,tertiary,no,0,yes,no,unknown,21,may,311,1,-1,0,unknown
Training,2595,56,management,divorced,secondary,no,278,yes,no,unknown,17,jun,269,1,-1,0,unknown
Training,2596,33,management,married,tertiary,no,4570,no,no,cellular,22,aug,1258,2,-1,0,unknown
Training,2597,38,services,single,tertiary,no,1418,no,no,cellular,29,jan,52,1,-1,0,unknown
Training,2598,52,services,divorced,secondary,no,220,yes,no,unknown,7,may,143,3,-1,0,unknown
Training,2599,49,management,married,tertiary,no,2809,yes,no,cellular,27,aug,152,9,-1,0,unknown
Training,2600,59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown
Training,2601,31,entrepreneur,married,secondary,no,7518,yes,no,cellular,20,nov,332,3,-1,0,unknown
Training,2602,27,technician,single,unknown,no,555,no,no,unknown,11,jun,240,9,-1,0,unknown
Training,2603,47,services,single,unknown,no,1784,no,no,cellular,19,oct,385,2,-1,0,unknown
Training,2604,37,self-employed,married,secondary,no,415,yes,no,cellular,21,nov,249,4,-1,0,unknown
Training,2605,35,management,married,tertiary,no,244,yes,no,cellular,19,nov,138,1,-1,0,unknown
Training,2606,32,technician,single,tertiary,no,881,no,no,cellular,8,aug,79,1,-1,0,unknown
Training,2607,35,blue-collar,single,secondary,no,885,yes,no,cellular,15,jul,632,6,-1,0,unknown
Training,2608,43,blue-collar,married,primary,no,1211,yes,no,unknown,6,may,208,3,-1,0,unknown
Training,2609,47,blue-collar,married,secondary,no,668,yes,no,cellular,4,may,230,6,354,2,success
Training,2610,31,services,single,secondary,no,3677,yes,no,cellular,5,may,325,2,-1,0,unknown
Training,2611,33,admin.,married,secondary,no,258,yes,no,cellular,5,may,37,1,-1,0,unknown
Training,2612,55,technician,married,primary,no,818,yes,no,cellular,4,feb,185,2,247,3,other
Training,2613,32,blue-collar,married,secondary,no,736,yes,no,unknown,23,may,700,3,-1,0,unknown
Training,2614,38,admin.,divorced,secondary,no,382,yes,no,cellular,17,apr,397,1,-1,0,unknown
Training,2615,44,admin.,married,unknown,no,40,no,yes,unknown,6,may,160,2,-1,0,unknown
Training,2616,31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,5,-1,0,unknown
Training,2617,39,management,married,tertiary,no,0,no,no,cellular,22,aug,714,6,-1,0,unknown
Training,2618,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,433,2,-1,0,unknown
Training,2619,36,technician,married,secondary,no,-456,yes,no,cellular,11,jul,252,1,-1,0,unknown
Training,2620,27,technician,single,secondary,no,126,yes,yes,cellular,4,jul,436,4,-1,0,unknown
Training,2621,36,blue-collar,married,secondary,no,753,yes,no,unknown,12,jun,351,1,-1,0,unknown
Training,2622,37,services,single,secondary,no,3,no,no,unknown,17,jun,527,1,-1,0,unknown
Training,2623,55,management,divorced,tertiary,no,-207,no,no,cellular,2,feb,211,1,-1,0,unknown
Training,2624,54,technician,divorced,secondary,no,0,yes,yes,cellular,3,feb,62,2,203,5,failure
Training,2625,43,management,married,tertiary,no,228,yes,no,cellular,2,feb,84,1,-1,0,unknown
Training,2626,59,management,married,tertiary,no,2020,no,yes,unknown,9,jun,250,2,-1,0,unknown
Training,2627,38,blue-collar,married,primary,no,27,yes,no,unknown,27,may,62,4,-1,0,unknown
Training,2628,27,blue-collar,married,unknown,no,409,yes,no,cellular,18,may,525,1,-1,0,unknown
Training,2629,52,blue-collar,married,primary,no,4015,yes,no,unknown,15,may,493,2,-1,0,unknown
Training,2630,32,blue-collar,married,secondary,no,1520,yes,no,cellular,19,nov,493,1,-1,0,unknown
Training,2631,43,admin.,married,tertiary,no,1317,yes,no,cellular,4,feb,112,1,-1,0,unknown
Training,2632,48,blue-collar,divorced,primary,no,183,no,no,unknown,9,jun,940,1,-1,0,unknown
Training,2633,39,services,married,secondary,no,-119,no,yes,unknown,5,jun,104,2,-1,0,unknown
Training,2634,31,technician,married,secondary,no,318,no,no,cellular,2,dec,310,1,-1,0,unknown
Training,2635,45,blue-collar,married,secondary,no,156,yes,yes,unknown,28,may,47,1,-1,0,unknown
Training,2636,33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,2,91,2,success
Training,2637,50,unemployed,married,secondary,no,-13,yes,no,unknown,14,may,554,1,-1,0,unknown
Training,2638,45,blue-collar,married,secondary,no,1179,no,no,cellular,21,aug,172,6,-1,0,unknown
Training,2639,33,admin.,single,secondary,no,572,yes,no,cellular,30,jan,1296,2,-1,0,unknown
Training,2640,28,technician,divorced,tertiary,no,47,no,no,cellular,21,jul,304,3,-1,0,unknown
Training,2641,45,admin.,single,secondary,no,2394,yes,yes,telephone,18,may,895,12,-1,0,unknown
Training,2642,37,services,married,secondary,no,22,yes,yes,unknown,8,may,160,1,-1,0,unknown
Training,2643,28,technician,single,secondary,no,593,yes,no,unknown,19,jun,202,1,-1,0,unknown
Training,2644,38,services,married,secondary,no,773,yes,no,cellular,15,may,198,1,359,1,other
Training,2645,51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,1001,3,-1,0,unknown
Training,2646,44,unemployed,married,secondary,no,304,yes,no,unknown,12,may,129,2,-1,0,unknown
Training,2647,41,services,single,primary,no,5907,yes,no,cellular,7,may,198,1,167,5,failure
Training,2648,34,management,single,tertiary,no,4687,no,no,cellular,26,aug,10,19,-1,0,unknown
Training,2649,50,blue-collar,married,primary,no,14,yes,yes,unknown,26,may,68,1,-1,0,unknown
Training,2650,48,management,married,primary,no,427,no,no,cellular,17,nov,62,1,-1,0,unknown
Training,2651,50,blue-collar,married,secondary,no,2641,yes,no,unknown,30,may,97,3,-1,0,unknown
Training,2652,38,technician,married,secondary,no,1696,no,no,cellular,20,nov,267,2,-1,0,unknown
Training,2653,52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other
Training,2654,33,services,single,secondary,no,1659,yes,no,cellular,18,may,133,2,353,6,failure
Training,2655,53,housemaid,divorced,secondary,no,120,no,no,unknown,17,jun,343,2,-1,0,unknown
Training,2656,52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure
Training,2657,39,blue-collar,married,secondary,no,-405,yes,no,cellular,8,may,177,1,-1,0,unknown
Training,2658,53,blue-collar,married,primary,no,465,yes,no,cellular,7,jul,111,2,-1,0,unknown
Training,2659,56,blue-collar,married,secondary,no,2583,no,no,cellular,21,nov,70,1,-1,0,unknown
Training,2660,59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown
Training,2661,30,management,single,tertiary,no,57,yes,no,cellular,4,feb,153,2,-1,0,unknown
Training,2662,43,admin.,single,secondary,no,140,yes,no,unknown,7,may,127,1,-1,0,unknown
Training,2663,36,admin.,married,secondary,no,251,no,no,cellular,30,jul,180,7,-1,0,unknown
Training,2664,58,self-employed,married,secondary,no,0,yes,no,unknown,15,may,272,9,-1,0,unknown
Training,2665,46,technician,divorced,secondary,no,435,yes,no,unknown,15,may,192,3,-1,0,unknown
Training,2666,60,retired,married,secondary,no,0,no,no,cellular,25,aug,87,2,-1,0,unknown
Training,2667,43,blue-collar,married,primary,no,-120,yes,no,unknown,3,jun,46,1,-1,0,unknown
Training,2668,32,admin.,single,secondary,no,223,yes,yes,unknown,27,may,236,4,-1,0,unknown
Training,2669,28,management,single,tertiary,no,320,yes,no,cellular,30,apr,239,1,-1,0,unknown
Training,2670,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success
Training,2671,32,blue-collar,married,primary,no,1,yes,no,cellular,11,may,184,4,-1,0,unknown
Training,2672,46,management,married,unknown,no,3082,no,no,telephone,4,may,157,3,-1,0,unknown
Training,2673,51,management,married,tertiary,no,1990,no,no,telephone,31,jul,251,5,-1,0,unknown
Training,2674,22,services,married,secondary,no,14,yes,yes,unknown,20,may,56,1,-1,0,unknown
Training,2675,32,technician,single,tertiary,no,548,no,no,cellular,18,aug,377,7,-1,0,unknown
Training,2676,58,technician,married,secondary,no,8153,yes,no,unknown,21,may,134,5,-1,0,unknown
Training,2677,44,admin.,married,secondary,no,10905,no,no,cellular,19,aug,240,2,271,1,other
Training,2678,55,services,married,primary,no,-747,yes,no,cellular,15,may,265,7,-1,0,unknown
Training,2679,54,management,divorced,secondary,no,-415,yes,no,unknown,26,may,290,2,-1,0,unknown
Training,2680,57,technician,married,unknown,no,587,no,no,telephone,5,feb,131,3,-1,0,unknown
Training,2681,43,technician,single,secondary,no,4990,yes,no,cellular,7,apr,58,1,228,10,failure
Training,2682,44,services,married,secondary,no,182,yes,yes,cellular,7,jul,209,4,-1,0,unknown
Training,2683,39,management,single,tertiary,no,5976,no,no,cellular,27,aug,113,2,-1,0,unknown
Training,2684,42,unknown,single,secondary,no,1456,no,no,unknown,12,jun,56,1,-1,0,unknown
Training,2685,35,technician,single,tertiary,no,6763,no,no,telephone,31,jul,23,4,-1,0,unknown
Training,2686,58,unknown,single,secondary,no,311,no,no,unknown,6,jun,248,2,-1,0,unknown
Training,2687,60,admin.,married,secondary,no,12980,no,no,cellular,3,sep,177,2,182,1,success
Training,2688,53,management,divorced,tertiary,no,269,no,no,cellular,6,aug,347,2,-1,0,unknown
Training,2689,51,blue-collar,married,primary,no,51,no,no,unknown,27,may,121,2,-1,0,unknown
Training,2690,70,technician,married,tertiary,no,6797,no,no,cellular,12,aug,298,1,-1,0,unknown
Training,2691,49,blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152,3,221,1,failure
Training,2692,35,housemaid,married,primary,no,0,yes,no,cellular,14,jul,340,3,-1,0,unknown
Training,2693,41,blue-collar,divorced,secondary,no,174,yes,no,cellular,14,may,367,2,297,1,other
Training,2694,42,housemaid,married,primary,no,1343,yes,no,unknown,24,jun,404,3,-1,0,unknown
Training,2695,43,unemployed,married,secondary,no,553,no,no,telephone,4,feb,125,1,-1,0,unknown
Training,2696,53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,135,5,-1,0,unknown
Training,2697,38,technician,divorced,secondary,no,276,no,no,cellular,18,aug,92,14,-1,0,unknown
Training,2698,48,blue-collar,single,primary,no,0,no,no,unknown,18,jun,71,1,-1,0,unknown
Training,2699,51,technician,married,secondary,no,580,yes,no,telephone,2,nov,117,5,-1,0,unknown
Training,2700,71,retired,married,primary,no,4847,no,no,cellular,16,sep,657,2,-1,0,unknown
Training,2701,46,technician,married,secondary,no,363,yes,no,cellular,6,aug,209,3,-1,0,unknown
Training,2702,35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176,1,failure
Training,2703,38,admin.,married,tertiary,no,605,no,no,cellular,18,nov,147,2,-1,0,unknown
Training,2704,27,blue-collar,divorced,secondary,no,1,yes,no,cellular,14,jul,116,3,-1,0,unknown
Training,2705,55,management,married,tertiary,no,10065,no,no,cellular,20,nov,197,5,177,3,failure
Training,2706,46,self-employed,married,tertiary,no,2303,yes,no,unknown,7,may,241,1,-1,0,unknown
Training,2707,50,blue-collar,married,primary,no,4121,yes,yes,cellular,20,apr,184,2,151,1,failure
Training,2708,46,management,married,secondary,no,12186,no,no,unknown,20,jun,29,3,-1,0,unknown
Training,2709,66,retired,single,tertiary,no,0,no,no,cellular,12,oct,79,2,-1,0,unknown
Training,2710,34,management,married,tertiary,no,1433,no,no,cellular,8,aug,170,3,-1,0,unknown
Training,2711,37,technician,married,tertiary,no,3043,yes,no,cellular,5,may,249,1,300,1,failure
Training,2712,58,management,divorced,tertiary,no,0,no,no,cellular,17,nov,107,1,-1,0,unknown
Training,2713,59,retired,married,primary,no,-47,yes,no,cellular,27,aug,84,4,-1,0,unknown
Training,2714,30,management,single,tertiary,no,365,yes,no,cellular,13,may,76,3,-1,0,unknown
Training,2715,29,management,married,tertiary,no,4328,no,no,cellular,27,apr,121,8,-1,0,unknown
Training,2716,46,admin.,married,secondary,no,526,no,yes,cellular,31,jul,251,3,-1,0,unknown
Training,2717,61,unknown,single,primary,no,50,no,no,telephone,21,jul,465,6,-1,0,unknown
Training,2718,55,blue-collar,married,primary,no,781,yes,no,cellular,3,feb,112,3,270,2,failure
Training,2719,43,management,married,primary,no,1880,yes,no,cellular,17,jul,63,6,-1,0,unknown
Training,2720,27,blue-collar,single,secondary,no,317,yes,no,unknown,20,may,16,10,-1,0,unknown
Training,2721,56,self-employed,married,secondary,no,123,no,no,unknown,13,may,81,1,-1,0,unknown
Training,2722,36,technician,single,tertiary,no,962,yes,no,cellular,8,may,568,1,-1,0,unknown
Training,2723,47,services,married,secondary,no,-98,yes,yes,telephone,13,may,211,1,-1,0,unknown
Training,2724,35,blue-collar,single,secondary,no,2227,yes,no,cellular,7,may,219,1,-1,0,unknown
Training,2725,53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown
Training,2726,43,entrepreneur,married,secondary,yes,150,yes,yes,unknown,23,may,226,2,-1,0,unknown
Training,2727,48,unknown,married,unknown,no,3940,no,no,unknown,16,jun,298,6,-1,0,unknown
Training,2728,37,management,single,tertiary,no,410,no,no,cellular,7,aug,542,3,-1,0,unknown
Training,2729,35,technician,married,secondary,no,723,no,no,cellular,2,feb,324,1,-1,0,unknown
Training,2730,45,services,married,primary,no,627,yes,no,cellular,12,may,271,1,-1,0,unknown
Training,2731,38,entrepreneur,married,tertiary,no,7752,yes,no,cellular,15,jul,138,4,-1,0,unknown
Training,2732,26,blue-collar,single,secondary,no,8,yes,no,cellular,13,may,167,1,-1,0,unknown
Training,2733,34,technician,married,secondary,no,1005,no,no,cellular,26,aug,209,7,-1,0,unknown
Training,2734,53,retired,married,secondary,no,330,yes,no,unknown,5,may,216,2,-1,0,unknown
Training,2735,74,retired,married,primary,no,0,no,no,telephone,13,aug,562,2,-1,0,unknown
Training,2736,40,student,single,secondary,no,5349,no,no,unknown,6,jun,471,1,-1,0,unknown
Training,2737,33,blue-collar,married,secondary,no,157,yes,no,cellular,18,nov,110,1,182,1,failure
Training,2738,63,retired,married,secondary,no,415,yes,no,cellular,7,oct,323,1,-1,0,unknown
Training,2739,39,management,married,tertiary,no,12855,yes,no,cellular,19,nov,108,4,173,1,failure
Training,2740,39,entrepreneur,divorced,secondary,no,-271,yes,no,cellular,7,may,406,1,-1,0,unknown
Training,2741,45,blue-collar,divorced,secondary,no,1269,yes,no,cellular,29,jan,549,2,-1,0,unknown
Training,2742,33,technician,married,secondary,no,2746,yes,no,cellular,18,nov,188,2,-1,0,unknown
Training,2743,30,services,single,secondary,no,862,yes,yes,unknown,20,may,550,2,-1,0,unknown
Training,2744,53,technician,married,secondary,no,137,no,yes,cellular,18,nov,52,1,176,1,failure
Training,2745,70,retired,divorced,primary,no,828,no,no,cellular,28,dec,433,1,-1,0,unknown
Training,2746,32,services,married,secondary,no,2196,yes,no,cellular,21,jul,1156,1,-1,0,unknown
Training,2747,31,admin.,single,secondary,no,1588,yes,no,unknown,3,jun,14,1,-1,0,unknown
Training,2748,53,blue-collar,divorced,primary,no,1815,yes,no,cellular,18,may,34,1,-1,0,unknown
Training,2749,29,services,married,primary,no,549,yes,no,cellular,5,feb,205,1,245,2,failure
Training,2750,49,management,single,tertiary,no,11,no,no,cellular,22,aug,251,2,-1,0,unknown
Training,2751,29,management,single,secondary,no,3317,no,yes,telephone,4,may,640,7,-1,0,unknown
Training,2752,51,blue-collar,married,primary,no,3844,no,no,cellular,15,mar,195,2,215,1,other
Training,2753,24,management,single,tertiary,no,1004,yes,no,cellular,5,jun,133,1,67,2,failure
Training,2754,47,management,single,tertiary,no,311,yes,yes,cellular,9,nov,255,3,378,2,failure
Training,2755,50,blue-collar,married,secondary,no,887,no,no,unknown,16,jun,287,1,-1,0,unknown
Training,2756,45,technician,divorced,secondary,no,5862,yes,no,cellular,18,nov,352,1,110,3,other
Training,2757,34,unemployed,married,secondary,no,6438,yes,no,cellular,21,nov,21,7,-1,0,unknown
Training,2758,47,services,divorced,secondary,no,0,no,no,cellular,28,jan,216,1,-1,0,unknown
Training,2759,46,technician,married,secondary,no,388,no,no,cellular,4,feb,6,9,7,1,other
Training,2760,34,technician,married,secondary,no,-56,yes,no,cellular,13,may,197,2,-1,0,unknown
Training,2761,45,entrepreneur,married,primary,no,488,yes,no,telephone,28,jul,90,11,-1,0,unknown
Training,2762,32,blue-collar,married,secondary,no,-208,yes,yes,unknown,9,may,325,1,-1,0,unknown
Training,2763,28,blue-collar,divorced,primary,no,410,yes,no,unknown,30,may,867,3,-1,0,unknown
Training,2764,31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown
Training,2765,35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,687,1,9,3,success
